movieId,title,genres,LastRated,LastRecommended
61,French Twist (Gazon maudit) (1995),Comedy|Romance,1171737000,1970-01-01
62,Friday (1995),Comedy,1498415400,1970-01-01
63,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller,1530556200,1970-01-01
64,Fair Game (1995),Action,1150828200,1970-01-01
65,Kicking and Screaming (1995),Comedy|Drama,1417199400,1970-01-01
66,"MisÃÂ©rables, Les (1995)",Drama|War,1519324200,1970-01-01
67,Bed of Roses (1996),Drama|Romance,1100111400,1970-01-01
68,Big Bully (1996),Comedy|Drama,1519324200,1970-01-01
69,Screamers (1995),Action|Sci-Fi|Thriller,1498415400,1970-01-01
70,Nico Icon (1995),Documentary,954441000,1970-01-01
71,"Crossing Guard, The (1995)",Action|Crime|Drama|Thriller,961439400,1970-01-01
72,"Juror, The (1996)",Drama|Thriller,1519237800,1970-01-01
73,"White Balloon, The (Badkonake sefid) (1995)",Children|Drama,1171305000,1970-01-01
74,Things to Do in Denver When You're Dead (1995),Crime|Drama|Romance,1498415400,1970-01-01
75,Antonia's Line (Antonia) (1995),Comedy|Drama,1279391400,1970-01-01
76,Once Upon a Time... When We Were Colored (1995),Drama|Romance,853871400,1970-01-01
77,Angels and Insects (1995),Drama|Romance,990988200,1970-01-01
78,White Squall (1996),Action|Adventure|Drama,1171737000,1970-01-01
79,Dunston Checks In (1996),Children|Comedy,1519151400,1970-01-01
80,Black Sheep (1996),Comedy,1520361000,1970-01-01
81,Nick of Time (1995),Action|Thriller,1498415400,1970-01-01
82,Mary Reilly (1996),Drama|Horror|Thriller,1171305000,1970-01-01
83,Vampire in Brooklyn (1995),Comedy|Horror|Romance,1498415400,1970-01-01
84,Beautiful Girls (1996),Comedy|Drama|Romance,1185993000,1970-01-01
85,Broken Arrow (1996),Action|Adventure|Thriller,1513967400,1970-01-01
86,In the Bleak Midwinter (1995),Comedy|Drama,1052937000,1970-01-01
87,"Hate (Haine, La) (1995)",Crime|Drama,1519065000,1970-01-01
88,Heidi Fleiss: Hollywood Madam (1995),Documentary,954441000,1970-01-01
89,City Hall (1996),Drama|Thriller,1498415400,1970-01-01
90,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,1525199400,1970-01-01
91,Mr. Wrong (1996),Comedy,965673000,1970-01-01
92,Unforgettable (1996),Mystery|Sci-Fi|Thriller,863893800,1970-01-01
93,Happy Gilmore (1996),Comedy,1523730600,1970-01-01
94,"Bridges of Madison County, The (1995)",Drama|Romance,1422556200,1970-01-01
95,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,986754600,1970-01-01
96,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,1513103400,1970-01-01
97,Catwalk (1996),Documentary,954441000,1970-01-01
98,Braveheart (1995),Action|Drama|War,1532889000,1970-01-01
99,Taxi Driver (1976),Crime|Drama|Thriller,1534098600,1970-01-01
100,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,1498501800,1970-01-01
101,Before and After (1996),Drama|Mystery,858709800,1970-01-01
102,Anne Frank Remembered (1995),Documentary,1052937000,1970-01-01
103,"Young Poisoner's Handbook, The (1995)",Crime|Drama,832012200,1970-01-01
104,If Lucy Fell (1996),Comedy|Romance,965673000,1970-01-01
105,"Steal Big, Steal Little (1995)",Comedy,961353000,1970-01-01
106,"Boys of St. Vincent, The (1992)",Drama,953836200,1970-01-01
107,Boomerang (1992),Comedy|Romance,1391279400,1970-01-01
108,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance,1442255400,1970-01-01
109,Flirting With Disaster (1996),Comedy,1238869800,1970-01-01
110,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy,1004380200,1970-01-01
111,Jupiter's Wife (1994),Documentary,1109356200,1970-01-01
112,Pie in the Sky (1996),Comedy|Romance,974917800,1970-01-01
113,Jade (1995),Thriller,971202600,1970-01-01
114,Down Periscope (1996),Comedy,1345746600,1970-01-01
115,Man of the Year (1995),Documentary,847132200,1970-01-01
116,Up Close and Personal (1996),Drama|Romance,1269023400,1970-01-01
117,"Birdcage, The (1996)",Comedy,1535740200,1970-01-01
118,"Brothers McMullen, The (1995)",Comedy,1519237800,1970-01-01
119,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,1516127400,1970-01-01
120,"Amazing Panda Adventure, The (1995)",Adventure|Children,1032201000,1970-01-01
121,"Basketball Diaries, The (1995)",Drama,1519065000,1970-01-01
122,"Awfully Big Adventure, An (1995)",Drama,829679400,1970-01-01
123,Amateur (1994),Crime|Drama|Thriller,963081000,1970-01-01
124,Apollo 13 (1995),Adventure|Drama|IMAX,1535740200,1970-01-01
125,Rob Roy (1995),Action|Drama|Romance|War,1422556200,1970-01-01
126,"Addiction, The (1995)",Drama|Horror,1494009000,1970-01-01
127,Batman Forever (1995),Action|Adventure|Comedy|Crime,1535653800,1970-01-01
128,Beauty of the Day (Belle de jour) (1967),Drama,1435516200,1970-01-01
129,Beyond Rangoon (1995),Adventure|Drama|War,1519324200,1970-01-01
130,Blue in the Face (1995),Comedy|Drama,1171650600,1970-01-01
131,Canadian Bacon (1995),Comedy|War,1519237800,1970-01-01
132,Casper (1995),Adventure|Children,1519065000,1970-01-01
133,Clockers (1995),Crime|Drama|Mystery,1498415400,1970-01-01
134,Congo (1995),Action|Adventure|Mystery|Sci-Fi,1498415400,1970-01-01
135,Crimson Tide (1995),Drama|Thriller|War,1533925800,1970-01-01
136,Crumb (1994),Documentary,1537727400,1970-01-01
137,Desperado (1995),Action|Romance|Western,1498415400,1970-01-01
138,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,1498415400,1970-01-01
139,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,1514140200,1970-01-01
140,"Doom Generation, The (1995)",Comedy|Crime|Drama,1055097000,1970-01-01
141,First Knight (1995),Action|Drama|Romance,1529865000,1970-01-01
142,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama,1459708200,1970-01-01
143,Hackers (1995),Action|Adventure|Crime|Thriller,1498501800,1970-01-01
144,Jeffrey (1995),Comedy|Drama,965759400,1970-01-01
145,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,1498415400,1970-01-01
146,Judge Dredd (1995),Action|Crime|Sci-Fi,1498415400,1970-01-01
147,Jury Duty (1995),Comedy,1171996200,1970-01-01
148,Kids (1995),Drama,1498415400,1970-01-01
149,Living in Oblivion (1995),Comedy,1518892200,1970-01-01
150,Lord of Illusions (1995),Horror,1230834600,1970-01-01
151,Love & Human Remains (1993),Comedy|Drama,829679400,1970-01-01
152,Mad Love (1995),Drama|Romance,961439400,1970-01-01
153,Mallrats (1995),Comedy|Romance,1516127400,1970-01-01
154,Mighty Morphin Power Rangers: The Movie (1995),Action|Children,1519151400,1970-01-01
155,Mute Witness (1994),Comedy|Horror|Thriller,1039372200,1970-01-01
156,Nadja (1994),Drama,963081000,1970-01-01
157,"Net, The (1995)",Action|Crime|Thriller,1533925800,1970-01-01
158,Nine Months (1995),Comedy|Romance,1515090600,1970-01-01
159,Party Girl (1995),Comedy,1110133800,1970-01-01
160,"Prophecy, The (1995)",Fantasy|Horror|Mystery,1498415400,1970-01-01
161,Reckless (1995),Comedy|Fantasy,845490600,1970-01-01
162,Safe (1995),Thriller,1049049000,1970-01-01
163,"Scarlet Letter, The (1995)",Drama|Romance,1519237800,1970-01-01
164,Showgirls (1995),Drama,1519065000,1970-01-01
165,Smoke (1995),Comedy|Drama,1479493800,1970-01-01
166,Something to Talk About (1995),Comedy|Drama|Romance,1519065000,1970-01-01
167,Species (1995),Horror|Sci-Fi,1498415400,1970-01-01
168,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,1498501800,1970-01-01
169,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance,1107109800,1970-01-01
170,Three Wishes (1995),Drama|Fantasy,845490600,1970-01-01
171,Total Eclipse (1995),Drama|Romance,1171909800,1970-01-01
172,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,1518546600,1970-01-01
173,Under Siege 2: Dark Territory (1995),Action,1494009000,1970-01-01
174,Unstrung Heroes (1995),Comedy|Drama,1054492200,1970-01-01
175,Unzipped (1995),Documentary,954441000,1970-01-01
176,"Walk in the Clouds, A (1995)",Drama|Romance,1519151400,1970-01-01
177,Waterworld (1995),Action|Adventure|Sci-Fi,1515090600,1970-01-01
178,White Man's Burden (1995),Drama,1498415400,1970-01-01
179,Wild Bill (1995),Western,1519151400,1970-01-01
180,"Browning Version, The (1994)",Drama,1242066600,1970-01-01
181,Bushwhacked (1995),Adventure|Comedy|Crime|Mystery,1186165800,1970-01-01
182,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,1446575400,1970-01-01
183,Before the Rain (Pred dozhdot) (1994),Drama|War,963081000,1970-01-01
184,Before Sunrise (1995),Drama|Romance,1515090600,1970-01-01
185,Billy Madison (1995),Comedy,1498415400,1970-01-01
186,"Babysitter, The (1995)",Drama|Thriller,1185993000,1970-01-01
187,Boys on the Side (1995),Comedy|Drama,1498415400,1970-01-01
188,"Cure, The (1995)",Drama,845490600,1970-01-01
189,Castle Freak (1995),Horror,832012200,1970-01-01
190,Circle of Friends (1995),Drama|Romance,1247164200,1970-01-01
191,Clerks (1994),Comedy,1513967400,1970-01-01
192,Don Juan DeMarco (1995),Comedy|Drama|Romance,1355855400,1970-01-01
193,Disclosure (1994),Drama|Thriller,1237660200,1970-01-01
194,Drop Zone (1994),Action|Thriller,1275503400,1970-01-01
195,Destiny Turns on the Radio (1995),Comedy,961353000,1970-01-01
196,Death and the Maiden (1994),Drama|Thriller,1498415400,1970-01-01
197,Dolores Claiborne (1995),Drama|Thriller,1519151400,1970-01-01
198,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy,1535394600,1970-01-01
199,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance,1181932200,1970-01-01
200,Exotica (1994),Drama,1519065000,1970-01-01
201,Exit to Eden (1994),Comedy,1519324200,1970-01-01
202,Ed Wood (1994),Comedy|Drama,1498415400,1970-01-01
203,French Kiss (1995),Action|Comedy|Romance,1498415400,1970-01-01
204,Forget Paris (1995),Comedy|Romance,1519237800,1970-01-01
205,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children,962649000,1970-01-01
206,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance,1510425000,1970-01-01
207,Hideaway (1995),Thriller,1519151400,1970-01-01
208,Fluke (1995),Children|Drama,964722600,1970-01-01
209,Farinelli: il castrato (1994),Drama|Musical,1039285800,1970-01-01
210,Gordy (1995),Children|Comedy|Fantasy,845490600,1970-01-01
211,Hoop Dreams (1994),Documentary,1435429800,1970-01-01
212,Heavenly Creatures (1994),Crime|Drama,1435861800,1970-01-01
213,Houseguest (1994),Comedy,1519237800,1970-01-01
214,Immortal Beloved (1994),Drama|Romance,1333132200,1970-01-01
215,Heavyweights (Heavy Weights) (1995),Children|Comedy,1519237800,1970-01-01
216,"Hunted, The (1995)",Action,1112639400,1970-01-01
217,I.Q. (1994),Comedy|Romance,1519151400,1970-01-01
218,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror,1519065000,1970-01-01
219,Jefferson in Paris (1995),Drama,845490600,1970-01-01
220,"Jerky Boys, The (1995)",Comedy,1113157800,1970-01-01
221,Junior (1994),Comedy|Sci-Fi,1519065000,1970-01-01
222,Just Cause (1995),Mystery|Thriller,1046975400,1970-01-01
223,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance,1182882600,1970-01-01
224,Kiss of Death (1995),Crime|Drama|Thriller,961612200,1970-01-01
225,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,1535567400,1970-01-01
226,Little Women (1994),Drama,1534012200,1970-01-01
227,"Little Princess, A (1995)",Children|Drama,1519065000,1970-01-01
228,Ladybird Ladybird (1994),Drama,1171305000,1970-01-01
229,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance,1306693800,1970-01-01
230,Legends of the Fall (1994),Drama|Romance|War|Western,1525458600,1970-01-01
231,Major Payne (1995),Comedy,1498415400,1970-01-01
232,My Crazy Life (Mi vida loca) (1993),Drama,963081000,1970-01-01
233,Love Affair (1994),Drama|Romance,1519065000,1970-01-01
234,Losing Isaiah (1995),Drama,874348200,1970-01-01
235,"Madness of King George, The (1994)",Comedy|Drama,1488306600,1970-01-01
236,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi,1422556200,1970-01-01
237,Man of the House (1995),Comedy,1498415400,1970-01-01
238,Mixed Nuts (1994),Comedy,966537000,1970-01-01
239,Milk Money (1994),Comedy|Romance,1498501800,1970-01-01
240,Miracle on 34th Street (1994),Drama,1498415400,1970-01-01
241,Miami Rhapsody (1995),Comedy,966537000,1970-01-01
242,My Family (1995),Drama,845490600,1970-01-01
243,Murder in the First (1995),Drama|Thriller,1004034600,1970-01-01
244,Nobody's Fool (1994),Comedy|Drama|Romance,1498501800,1970-01-01
245,Nell (1994),Drama,1498415400,1970-01-01
246,New Jersey Drive (1995),Crime|Drama,1049049000,1970-01-01
247,New York Cop (NyÃÂ» YÃÂ´ku no koppu) (1993),Action|Crime,1108924200,1970-01-01
248,Beyond Bedlam (1993),Drama|Horror,832012200,1970-01-01
249,Nina Takes a Lover (1994),Comedy|Romance,858709800,1970-01-01
250,Natural Born Killers (1994),Action|Crime|Thriller,1529346600,1970-01-01
251,Only You (1994),Comedy|Romance,1108924200,1970-01-01
252,Once Were Warriors (1994),Crime|Drama,1234549800,1970-01-01
253,Poison Ivy II (1996),Drama|Thriller,965673000,1970-01-01
254,Outbreak (1995),Action|Drama|Sci-Fi|Thriller,1519151400,1970-01-01
255,LÃÂ©on: The Professional (a.k.a. The Professional) (LÃÂ©on) (1994),Action|Crime|Drama|Thriller,1537122600,1970-01-01
256,"Perez Family, The (1995)",Comedy|Romance,840220200,1970-01-01
257,"Pyromaniac's Love Story, A (1995)",Comedy|Romance,965673000,1970-01-01
258,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,1537122600,1970-01-01
259,Pushing Hands (Tui shou) (1992),Drama,1049049000,1970-01-01
260,Priest (1994),Drama,964722600,1970-01-01
261,Quiz Show (1994),Drama,1518114600,1970-01-01
262,Picture Bride (Bijo photo) (1994),Drama|Romance,954441000,1970-01-01
263,"Queen Margot (Reine Margot, La) (1994)",Drama|Romance,954441000,1970-01-01
264,"Quick and the Dead, The (1995)",Action|Thriller|Western,1498501800,1970-01-01
265,Roommates (1995),Comedy|Drama,997727400,1970-01-01
266,Ready to Wear (Pret-A-Porter) (1994),Comedy,1171305000,1970-01-01
267,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama,1454524200,1970-01-01
268,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama,1461004200,1970-01-01
269,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama,1525199400,1970-01-01
270,Rent-a-Kid (1995),Comedy,845490600,1970-01-01
271,Relative Fear (1994),Horror|Thriller,832012200,1970-01-01
272,Stuart Saves His Family (1995),Comedy,1498415400,1970-01-01
273,"Swan Princess, The (1994)",Animation|Children,1494009000,1970-01-01
274,"Secret of Roan Inish, The (1994)",Children|Drama|Fantasy|Mystery,1519237800,1970-01-01
275,"Specialist, The (1994)",Action|Drama|Thriller,1435861800,1970-01-01
276,Stargate (1994),Action|Adventure|Sci-Fi,1534530600,1970-01-01
277,"Santa Clause, The (1994)",Comedy|Drama|Fantasy,1526581800,1970-01-01
278,"Shawshank Redemption, The (1994)",Crime|Drama,1537122600,1970-01-01
279,Shallow Grave (1994),Comedy|Drama|Thriller,1479493800,1970-01-01
280,Suture (1993),Film-Noir|Thriller,953836200,1970-01-01
281,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama,1175538600,1970-01-01
282,Swimming with Sharks (1995),Comedy|Drama,1498501800,1970-01-01
283,"Sum of Us, The (1994)",Comedy|Drama,860351400,1970-01-01
284,National Lampoon's Senior Trip (1995),Comedy,1498415400,1970-01-01
285,To Live (Huozhe) (1994),Drama,974917800,1970-01-01
286,Tank Girl (1995),Action|Comedy|Sci-Fi,1518546600,1970-01-01
287,Tales from the Crypt Presents: Demon Knight (1995),Horror|Thriller,1498415400,1970-01-01
288,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi,1535740200,1970-01-01
289,Tales from the Hood (1995),Action|Crime|Horror,1197138600,1970-01-01
290,Tom & Viv (1994),Drama,963081000,1970-01-01
291,Village of the Damned (1995),Horror|Sci-Fi,1519497000,1970-01-01
292,Tommy Boy (1995),Comedy,1498415400,1970-01-01
293,Vanya on 42nd Street (1994),Drama,1107109800,1970-01-01
294,Underneath (1995),Mystery|Thriller,874348200,1970-01-01
295,"Walking Dead, The (1995)",Drama|War,845490600,1970-01-01
296,What's Eating Gilbert Grape (1993),Drama,1498501800,1970-01-01
297,Virtuosity (1995),Action|Sci-Fi|Thriller,1498415400,1970-01-01
298,While You Were Sleeping (1995),Comedy|Romance,1533925800,1970-01-01
299,"War, The (1994)",Adventure|Drama|War,961439400,1970-01-01
300,Double Happiness (1994),Drama,1039285800,1970-01-01
301,Muriel's Wedding (1994),Comedy,1498415400,1970-01-01
302,"Baby-Sitters Club, The (1995)",Children,1237660200,1970-01-01
303,Ace Ventura: Pet Detective (1994),Comedy,1521743400,1970-01-01
304,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama,1535740200,1970-01-01
305,Backbeat (1993),Drama|Musical,1237660200,1970-01-01
306,Bitter Moon (1992),Drama|Film-Noir|Romance,1039372200,1970-01-01
307,Bullets Over Broadway (1994),Comedy,1498501800,1970-01-01
308,Clear and Present Danger (1994),Action|Crime|Drama|Thriller,1498415400,1970-01-01
309,"Client, The (1994)",Drama|Mystery|Thriller,1519151400,1970-01-01
310,"Corrina, Corrina (1994)",Comedy|Drama|Romance,1519237800,1970-01-01
311,Crooklyn (1994),Comedy|Drama,961353000,1970-01-01
312,"Crow, The (1994)",Action|Crime|Fantasy|Thriller,1498415400,1970-01-01
313,Cobb (1994),Drama,1519324200,1970-01-01
314,"Flintstones, The (1994)",Children|Comedy|Fantasy,1498415400,1970-01-01
315,Forrest Gump (1994),Comedy|Drama|Romance|War,1535653800,1970-01-01
316,Four Weddings and a Funeral (1994),Comedy|Romance,1520361000,1970-01-01
317,Higher Learning (1995),Drama,1043260200,1970-01-01
318,I Like It Like That (1994),Comedy|Drama|Romance,845490600,1970-01-01
319,I Love Trouble (1994),Action|Comedy,1498415400,1970-01-01
320,It Could Happen to You (1994),Comedy|Drama|Romance,1498415400,1970-01-01
321,"Jungle Book, The (1994)",Adventure|Children|Romance,1492281000,1970-01-01
322,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",Documentary,1094841000,1970-01-01
323,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX,1535653800,1970-01-01
324,Little Buddha (1993),Drama,1171305000,1970-01-01
325,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",Drama|Horror|Mystery|Thriller,1519151400,1970-01-01
326,"Mask, The (1994)",Action|Comedy|Crime|Fantasy,1535653800,1970-01-01
327,Maverick (1994),Adventure|Comedy|Western,1529865000,1970-01-01
328,Mrs. Parker and the Vicious Circle (1994),Drama,963081000,1970-01-01
329,Naked Gun 33 1/3: The Final Insult (1994),Action|Comedy,1498415400,1970-01-01
330,"Paper, The (1994)",Comedy|Drama,1519151400,1970-01-01
331,Reality Bites (1994),Comedy|Drama|Romance,1358101800,1970-01-01
332,Red Rock West (1992),Thriller,1498501800,1970-01-01
333,Richie Rich (1994),Children|Comedy,1515090600,1970-01-01
334,"River Wild, The (1994)",Action|Thriller,1498415400,1970-01-01
335,Speed (1994),Action|Romance|Thriller,1508610600,1970-01-01
336,Speechless (1994),Comedy|Romance,1333737000,1970-01-01
337,Timecop (1994),Action|Sci-Fi|Thriller,1498415400,1970-01-01
338,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller,1529865000,1970-01-01
339,When a Man Loves a Woman (1994),Drama|Romance,1325874600,1970-01-01
340,Wolf (1994),Drama|Horror|Romance|Thriller,1519151400,1970-01-01
341,Wyatt Earp (1994),Western,1519065000,1970-01-01
342,Bad Company (1995),Action|Crime|Drama,1112639400,1970-01-01
343,"Man of No Importance, A (1994)",Drama,939666600,1970-01-01
344,S.F.W. (1994),Drama,961439400,1970-01-01
345,"Low Down Dirty Shame, A (1994)",Action|Comedy,1230834600,1970-01-01
346,Boys Life (1995),Drama,965241000,1970-01-01
347,"Colonel Chabert, Le (1994)",Drama|Romance|War,990729000,1970-01-01
348,Faster Pussycat! Kill! Kill! (1965),Action|Crime|Drama,1295893800,1970-01-01
349,Jason's Lyric (1994),Crime|Drama,1496169000,1970-01-01
350,Street Fighter (1994),Action|Adventure|Fantasy,1498415400,1970-01-01
351,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),Action|Fantasy,1508092200,1970-01-01
352,Federal Hill (1994),Drama,860351400,1970-01-01
353,In the Mouth of Madness (1995),Horror|Thriller,1531765800,1970-01-01
354,8 Seconds (1994),Drama,996172200,1970-01-01
355,Above the Rim (1994),Crime|Drama,1185993000,1970-01-01
356,Addams Family Values (1993),Children|Comedy|Fantasy,1525545000,1970-01-01
357,"Age of Innocence, The (1993)",Drama,1519065000,1970-01-01
358,Airheads (1994),Comedy,1498415400,1970-01-01
359,"Air Up There, The (1994)",Comedy,1519324200,1970-01-01
360,Another Stakeout (1993),Comedy|Thriller,1519151400,1970-01-01
361,Bad Girls (1994),Western,1498415400,1970-01-01
362,Barcelona (1994),Comedy|Romance,1030732200,1970-01-01
363,Being Human (1993),Drama,996172200,1970-01-01
364,"Beverly Hillbillies, The (1993)",Comedy,1498415400,1970-01-01
365,Beverly Hills Cop III (1994),Action|Comedy|Crime|Thriller,1498415400,1970-01-01
366,Black Beauty (1994),Adventure|Children|Drama,1121193000,1970-01-01
367,Blink (1994),Thriller,965673000,1970-01-01
368,Blown Away (1994),Action|Thriller,1519324200,1970-01-01
369,Blue Chips (1994),Drama,1519151400,1970-01-01
370,Blue Sky (1994),Drama|Romance,1106764200,1970-01-01
371,Body Snatchers (1993),Horror|Sci-Fi|Thriller,978805800,1970-01-01
372,Boxing Helena (1993),Drama|Mystery|Romance|Thriller,1171737000,1970-01-01
373,"Bronx Tale, A (1993)",Drama,1498501800,1970-01-01
374,Cabin Boy (1994),Comedy,1498415400,1970-01-01
375,Calendar Girl (1993),Comedy|Drama,1117477800,1970-01-01
376,Carlito's Way (1993),Crime|Drama,1530556200,1970-01-01
377,City Slickers II: The Legend of Curly's Gold (1994),Adventure|Comedy|Western,1498415400,1970-01-01
378,Clean Slate (1994),Comedy,1230834600,1970-01-01
379,Cliffhanger (1993),Action|Adventure|Thriller,1519065000,1970-01-01
380,Coneheads (1993),Comedy|Sci-Fi,1537036200,1970-01-01
381,Color of Night (1994),Drama|Thriller,1055529000,1970-01-01
382,Cops and Robbersons (1994),Comedy,1519324200,1970-01-01
383,"Cowboy Way, The (1994)",Action|Comedy|Drama,1519324200,1970-01-01
